No.;Layer;Latency [ms];Energy [mJ]
1;/backbone/conv1/Conv;14.196;3.5036452993477
2;/backbone/layer1/layer1.0/conv1/Conv;2.028;0.8430826263979065
3;/backbone/layer1/layer1.0/conv2/Conv;12.168;2.7802802683919974
4;/backbone/layer1/layer1.0/conv3/Conv;8.112;2.6713521007224803
5;/backbone/layer1/layer1.0/downsample/downsample.0/Conv;8.112;2.6713521007224803
6;/backbone/layer1/layer1.1/conv1/Conv;8.112;2.569488489049114
7;/backbone/layer1/layer1.1/conv2/Conv;12.168;2.7802802683919974
8;/backbone/layer1/layer1.1/conv3/Conv;8.112;2.6713521007224803
9;/backbone/layer1/layer1.2/conv1/Conv;8.112;2.569488489049114
10;/backbone/layer1/layer1.2/conv2/Conv;12.168;2.7802802683919974
11;/backbone/layer1/layer1.2/conv3/Conv;8.112;2.6713521007224803
12;/backbone/layer2/layer2.0/conv1/Conv;16.224;4.882222581723755
13;/backbone/layer2/layer2.0/conv2/Conv;12.230400000000001;5.009395525833737
14;/backbone/layer2/layer2.0/conv3/Conv;8.1536;1.6385079922256387
15;/backbone/layer2/layer2.0/downsample/downsample.0/Conv;16.3072;4.139679102766695
16;/backbone/layer2/layer2.1/conv1/Conv;8.1536;3.241667810829739
17;/backbone/layer2/layer2.1/conv2/Conv;15.0528;3.489523488889385
18;/backbone/layer2/layer2.1/conv3/Conv;8.1536;1.6385079922256387
19;/backbone/layer2/layer2.2/conv1/Conv;8.1536;3.241667810829739
20;/backbone/layer2/layer2.2/conv2/Conv;15.0528;3.489523488889385
21;/backbone/layer2/layer2.2/conv3/Conv;8.1536;1.6385079922256387
22;/backbone/layer2/layer2.3/conv1/Conv;8.1536;3.241667810829739
23;/backbone/layer2/layer2.3/conv2/Conv;15.0528;3.489523488889385
24;/backbone/layer2/layer2.3/conv3/Conv;8.1536;1.6385079922256387
25;/backbone/layer3/layer3.0/conv1/Conv;16.3072;4.024375078947438
26;/backbone/layer3/layer3.0/conv2/Conv;48.921600000000005;15.68655564832144
27;/backbone/layer3/layer3.0/conv3/Conv;32.6144;7.444684250717388
28;/backbone/layer3/layer3.0/downsample/downsample.0/Conv;65.2288;15.305606631031239
29;/backbone/layer3/layer3.1/conv1/Conv;32.6144;10.058161637284947
30;/backbone/layer3/layer3.1/conv2/Conv;48.921600000000005;15.68655564832144
31;/backbone/layer3/layer3.1/conv3/Conv;32.6144;7.444684250717388
32;/backbone/layer3/layer3.2/conv1/Conv;32.6144;10.058161637284947
33;/backbone/layer3/layer3.2/conv2/Conv;48.921600000000005;15.68655564832144
34;/backbone/layer3/layer3.2/conv3/Conv;32.6144;7.444684250717388
35;/backbone/layer3/layer3.3/conv1/Conv;32.6144;10.058161637284947
36;/backbone/layer3/layer3.3/conv2/Conv;48.921600000000005;15.68655564832144
37;/backbone/layer3/layer3.3/conv3/Conv;32.6144;7.444684250717388
38;/backbone/layer3/layer3.4/conv1/Conv;32.6144;10.058161637284947
39;/backbone/layer3/layer3.4/conv2/Conv;48.921600000000005;15.68655564832144
