No.;Layer;Latency [ms];Energy [mJ]
1;/features/features.0/Conv;7.864319999999999;1.880081965843105
2;/features/features.3/Conv;251.65823999999998;16.88420227785338
3;/features/features.7/Conv;125.82911999999999;8.474717014227675
4;/features/features.10/Conv;251.65823999999998;15.619623093754711
5;/features/features.14/Conv;125.82911999999999;7.764554615073891
6;/features/features.17/Conv;251.65823999999998;14.903557301268956
7;/features/features.20/Conv;251.65823999999998;14.903557301268956
8;/features/features.24/Conv;125.82911999999999;7.2915875038827345
9;/features/features.27/Conv;251.65823999999998;16.078473095091184
10;/features/features.30/Conv;251.65823999999998;16.078473095091184
11;/features/features.34/Conv;62.914559999999994;4.297222996380523
12;/features/features.37/Conv;62.914559999999994;4.297222996380523
13;/features/features.40/Conv;62.914559999999994;4.297222996380523
14;/classifier/Gemm;0.32768;0.044733668212080406
