No.;Layer;Latency [ms];Energy [mJ]
1;/features/features.0/Conv;11.796479999999999;2.1350522017668503
2;/features/features.3/Conv;251.65823999999998;20.56381922142424
3;/features/features.7/Conv;125.82911999999999;10.473563608394356
4;/features/features.10/Conv;251.65823999999998;19.273591103792626
5;/features/features.14/Conv;125.82911999999999;8.78190942864595
6;/features/features.17/Conv;251.65823999999998;18.72118353499285
7;/features/features.21/Conv;125.82911999999999;9.59792143697354
8;/features/features.24/Conv;251.65823999999998;18.87731388364131
9;/features/features.28/Conv;62.914559999999994;5.642013005756077
10;/features/features.31/Conv;62.914559999999994;5.642013005756077
11;/classifier/Gemm;0.04096;0.016849440236188944
