No.;Layer;Latency [ms];Energy [mJ]
1;/features/features.0/Conv;5.8982399999999995;1.9826649331118158
2;/features/features.3/Conv;125.82911999999999;16.98484848851971
3;/features/features.7/Conv;62.914559999999994;7.250433944842384
4;/features/features.10/Conv;125.82911999999999;16.899228959847616
5;/features/features.14/Conv;62.914559999999994;6.992220847078107
6;/features/features.17/Conv;125.82911999999999;16.53634879222859
7;/features/features.20/Conv;125.82911999999999;16.53634879222859
8;/features/features.24/Conv;62.914559999999994;8.082845870876394
9;/features/features.27/Conv;125.82911999999999;14.10589919430798
10;/features/features.30/Conv;125.82911999999999;14.10589919430798
11;/features/features.34/Conv;31.457279999999997;4.114594483357377
12;/features/features.37/Conv;31.457279999999997;4.114594483357377
13;/features/features.40/Conv;31.457279999999997;4.114594483357377
14;/classifier/Gemm;0.16384;0.04836682462771458
