No.;Layer;Latency [ms];Energy [mJ]
1;/conv1/Conv;11.796479999999999;2.1350522017668503
2;/layer1/layer1.0/conv1/Conv;251.65823999999998;20.56381922142424
3;/layer1/layer1.0/conv2/Conv;251.65823999999998;20.56381922142424
4;/layer1/layer1.1/conv1/Conv;251.65823999999998;20.56381922142424
5;/layer1/layer1.1/conv2/Conv;251.65823999999998;20.56381922142424
6;/layer2/layer2.0/conv1/Conv;125.82911999999999;11.440415712656337
7;/layer2/layer2.0/conv2/Conv;251.65823999999998;19.273591103792626
8;/layer2/layer2.0/shortcut/shortcut.0/Conv;10.48576;2.765974529737198
9;/layer2/layer2.1/conv1/Conv;251.65823999999998;19.273591103792626
10;/layer2/layer2.1/conv2/Conv;251.65823999999998;19.273591103792626
11;/layer3/layer3.0/conv1/Conv;125.82911999999999;10.273177420978042
12;/layer3/layer3.0/conv2/Conv;251.65823999999998;18.72118353499285
13;/layer3/layer3.0/shortcut/shortcut.0/Conv;10.48576;1.4236217215068625
14;/layer3/layer3.1/conv1/Conv;251.65823999999998;18.72118353499285
15;/layer3/layer3.1/conv2/Conv;251.65823999999998;18.72118353499285
16;/layer4/layer4.0/conv1/Conv;125.82911999999999;10.591447342272449
17;/layer4/layer4.0/conv2/Conv;251.65823999999998;18.87731388364131
18;/layer4/layer4.0/shortcut/shortcut.0/Conv;10.48576;1.3543242842029668
19;/layer4/layer4.1/conv1/Conv;251.65823999999998;18.87731388364131
20;/layer4/layer4.1/conv2/Conv;251.65823999999998;18.87731388364131
21;/linear/Gemm;0.04096;0.016849440236188944
