No.;Layer;Latency [ms];Energy [mJ]
1;/conv1/Conv;2.9491199999999997;2.0539271186750425
2;/layer1/layer1.0/conv1/Conv;62.914559999999994;17.440783261537756
3;/layer1/layer1.0/conv2/Conv;62.914559999999994;17.440783261537756
4;/layer1/layer1.1/conv1/Conv;62.914559999999994;17.440783261537756
5;/layer1/layer1.1/conv2/Conv;62.914559999999994;17.440783261537756
6;/layer2/layer2.0/conv1/Conv;31.457279999999997;10.952421850050374
7;/layer2/layer2.0/conv2/Conv;62.914559999999994;17.611138907680665
8;/layer2/layer2.0/shortcut/shortcut.0/Conv;5.24288;2.643642198437621
9;/layer2/layer2.1/conv1/Conv;62.914559999999994;17.611138907680665
10;/layer2/layer2.1/conv2/Conv;62.914559999999994;17.611138907680665
11;/layer3/layer3.0/conv1/Conv;31.457279999999997;9.92792065614639
12;/layer3/layer3.0/conv2/Conv;62.914559999999994;15.586788720284163
13;/layer3/layer3.0/shortcut/shortcut.0/Conv;5.24288;1.3148430865288927
14;/layer3/layer3.1/conv1/Conv;62.914559999999994;15.586788720284163
15;/layer3/layer3.1/conv2/Conv;62.914559999999994;15.586788720284163
16;/layer4/layer4.0/conv1/Conv;31.457279999999997;9.704503245626526
17;/layer4/layer4.0/conv2/Conv;62.914559999999994;15.911249851337702
18;/layer4/layer4.0/shortcut/shortcut.0/Conv;5.24288;1.245424151978766
19;/layer4/layer4.1/conv1/Conv;62.914559999999994;15.911249851337702
20;/layer4/layer4.1/conv2/Conv;62.914559999999994;15.911249851337702
21;/linear/Gemm;0.02048;0.016911809732369044
